cruise,station,cast,sample_name,date_start_UTC,time_start_UTC,date_end_UTC,time_end_UTC,lat_start,lon_start,lat_end,lon_end,depth_bottom,depth_target,depth_TDR,net_max_depth_m,avg_angle,max_wire_out_m,wire_rate_out_m_min,wire_rate_in_m_min,STW_start,SOG_start,STW_end,SOG_end,flowmeter_sn_335,flow_start_335,flow_end_335,tot_flow_counts_335,vol_filtered_m3_335,NOAA_335,DNA_335,flowmeter_sn_150,flow_start_150,flow_end_150,tot_flow_counts_150,vol_filtered_m3_150,morph_ID_150,DNA_150,size_fract_150,taxa_pick_150,size_fract_20,haul_factor_10m2_335,haul_factor_10m2_150,haul_factor_100m3_335,haul_factor_100m3_150,comments,primary_flag,secondary_flag
EN627,L6,16,EN627_L6_B16,03-02-19,11:33:34,03-02-19,11:45:19,40.364375,-70.89299,40.36728,-70.899867,95,90,77,77,40,110,20,20,2.19,2.19,1.77,1.77,28770,622988,626858,3870,232.124451,Y,Y,28769,361774,384486,22712,232.124451,Y,Y,Y,Y,Y,3.31718609,3.31718609,0.430803388,0.430803388,Port flowmeter taken apart before this cast.,3,volume sampled calculated based on ship speed and winch wire angle not flowmeter.
EN627,L7,17,EN627_L7_B17,03-02-19,14:31:34,03-02-19,14:50:12,40.227492,-70.889165,40.223787,-70.898028,127,115,94,94,35,133,20,20,2.09,2.09,1.77,1.77,28770,626959,634328,7369,351.2980567,Y,Y,28769,384493,392127,7634,351.2980567,Y,Y,Y,Y,Y,2.675790492,2.675790492,0.284658563,0.284658563,Paused 1 min out at 123m. Pillboy diatoms escaped 335 um ne and were capture on 200 um sieve. Extra 2 minutes near surface because we had to haul back the net to unwrap the 20 um ring net. 20 um ring net was replete with pillbox diatoms. 150 um net had a lot of sample. slight spill 5ml of 2nd 1/2 of 150um split of DNA and MorphID samples.,3,volume sampled calculated based on ship speed and winch wire angle not flowmeter.
EN627,L8,19,EN627_L8_B19,03-02-19,18:56:34,03-02-19,19:12:04,40.120472,-70.766567,40.115012,-70.76863,135,103,132,132,45,145,20,20,1.9,1.9,1.5,1.5,28770,661338,673688,12350,265.6588004,Y,Y,28769,416178,430707,14529,265.6588004,Y,Y,Y,Y,Y,4.968779494,4.968779494,0.376422689,0.376422689,Re did tow after hitting bottom. 2nd cast 103m target.,3,volume sampled calculated based on ship speed and winch wire angle not flowmeter.
EN627,L9,22,EN627_L9_B22,04-02-19,02:48:49,04-02-19,03:07:04,40.104692,-70.878587,40.112435,-70.87423,148,110,116,116,50,170,20,20,1.79,1.79,2.05,2.05,28770,348247,348573,326,294.6828137,Y,Y,28769,437456,469960,32504,294.6828137,Y,Y,Y,Y,Y,3.936435877,3.936435877,0.33934792,0.33934792,"Flowmeter taken apart before tow to fix.Sent down initially but no winch readout. Pulled out, rinsed, fixed, redeployed.",3,volume sampled calculated based on ship speed and winch wire angle not flowmeter.
EN627,L10,24,EN627_L10_B24,04-02-19,07:39:04,04-02-19,08:05:04,39.938198,-70.884807,39.944832,-70.876267,448,200,196.4,196.67,40,250,20,20,2.04,2.04,1.54,1.54,28770,348579,384822,36243,478.4564609,Y,Y,28769,469964,473220,3256,478.4564609,Y,Y,Y,Y,Y,4.110509859,4.110509859,0.209005433,0.209005433,20 um net bioluminescence. 150 um was full of pillbox diatoms (cosscinodiscus). Salp and pheronima seen went into NOAA split.,3,volume sampled calculated based on ship speed and winch wire angle not flowmeter.
EN627,L11,25,EN627_L11_B25,04-02-19,10:36:19,04-02-19,11:13:19,39.77296,-70.883958,39.791038,-70.883995,1600,200,167,167.7,55,325,20,20,1.88,1.88,1.57,1.57,28770,384819,392016,7197,627.477968,Y,Y,28769,473220,509244,36024,627.477968,Y,Y,Y,Y,Y,2.672603797,2.672603797,0.159368145,0.159368145,"Bongo first, before CTD or up/downstream. At surface for 3+ min while 20 um was untwisted. Samples frothy, very smelly, loads of diatoms, very challenging to filter over 20 um sieve. Under scope we see more ceratine than previous samples.",3,volume sampled calculated based on ship speed and winch wire angle not flowmeter.
EN627,MVCO,45,EN627_MVCO_B45,06-02-19,04:40:14,06-02-19,04:44:04,41.318197,-70.574758,41.317912,-70.577323,17,13,17,16.97,45,18,10,10,1.55,1.55,1.97,1.97,28770,459968,467989,8021,53.59782816,Y,Y,28769,584116,591843,7727,53.59782816,Y,Y,Y,Y,Y,3.166173068,3.166173068,1.865747241,1.865747241,No sand in sample.,3,volume sampled calculated based on ship speed and winch wire angle not flowmeter.
EN627,u11c,29,EN627_Lu11c_B29,05-02-19,03:38:19,05-02-19,04:09:19,39.78149,-70.527048,39.794687,-70.524907,1627,200,231,231.05,45,300,20,20,2.22,2.22,1.53,1.53,28770,423427,428209,4782,620.8026705,Y,Y,28769,532013,557823,25810,620.8026705,Y,Y,Y,Y,Y,3.721794557,3.721794557,0.161081781,0.161081781,NA,3,volume sampled calculated based on ship speed and winch wire angle not flowmeter.
EN644,L1,1,EN644_L1_B1,20-08-19,20:19:00,20-08-19,20:23:02,41.1934,-70.8845,41.1922,-70.8822,21,16,19,19.21,40,21,11,10,1.67,1.67,1.12,1.12,28769,262262,271642,9380,73.65448583,Y,Y,28770,514713,522349,7636,59.96009102,Y,Y,Y,Y,Y,2.608123563,3.203797672,1.357690559,1.667775987,Rebuilt flowmeter 28769 prior to tow and got it spinning well. Drilling out the little hole in cap that the metal bar sits in fixed it.,1,NA
EN644,L2,2,EN644_L2_B2,21-08-19,00:01:02,21-08-19,00:10:00,41.0276,-70.8794,41.0267,-70.8761,47,43,46,46.11,37,50,5,10,1.31,1.31,1.53,1.53,28769,271643,286703,15060,118.2554964,Y,Y,28770,522347,532893,13532,106.2643891,Y,Y,Y,Y,Y,3.899184511,4.339177065,0.845626656,0.941049027,"TDR reading 4m at the surface, needs offset. switched to TDR SN C9446 before rest of cruise. Fixed 150 um flowmeter with correction factor.",1,NA
EN644,L3,5,EN644_L3_B5,21-08-19,08:15:02,21-08-19,08:25:02,40.8648,-70.8748,40.8676,-70.8688,55,50,41,42.16,45,63,10,10,1.57,1.57,1.66,1.66,28769,286699,310266,23567,185.0549326,Y,Y,28770,532893,546702,21177,166.2903624,Y,Y,Y,Y,Y,2.278242434,2.53532432,0.540380084,0.601357761,C9947 TDR also has an offset 5.6 m. Will test both on CTD. Fixed 150 um flowmeter with correction factor.,1,NA
EN644,L4,23,EN644_L4_B23,24-08-19,04:53:47,24-08-19,05:04:11,40.6955,-70.888,40.6968,-70.8936,67,55,63,63.7,30,70,20,20,1.27,1.27,0.92,0.92,28769,578068,589238,11170,87.710086,Y,Y,28770,384929,395089,10160,79.7792725,Y,Y,Y,Y,Y,7.262562711,7.984530067,1.140119735,1.253458409,NA,1,NA
EN644,L5,22,EN644_L5_B22,24-08-19,03:21:02,24-08-19,03:29:00,40.5178,-70.8856,40.5202,-70.8864,77,68,66,65.79,40,83,20,20,0.53,0.53,1.29,1.29,28769,563681,578062,14381,112.9237911,Y,Y,28770,371368,384917,13549,106.3906853,Y,Y,Y,Y,Y,5.826053071,6.183812031,0.885552982,0.939931909,Fixed 5m offset of TDRs so should be good now.,1,NA
EN644,L6,7,EN644_L6_B7,21-08-19,21:12:00,21-08-19,21:25:00,40.3441,-70.875,40.3378,-70.8751,97,90,89,88.27,55,140,20,20,1.48,1.48,1.89,1.89,28769,312720,338793,26073,204.7327728,Y,Y,28770,546716,573688,26972,211.7919821,Y,Y,Y,Y,Y,4.311473868,4.167768729,0.488441585,0.472161406,NA,1,NA
EN644,L7,8,EN644_L7_B8,22-08-19,02:51:00,22-08-19,03:05:00,40.2217,-70.8846,40.2158,-70.8879,128,120,111,111.75,45,170,20,20,1.06,1.06,2.03,2.03,28769,338792,374373,35581,279.3923518,Y,Y,28770,573687,606850,33163,260.4055132,Y,Y,Y,Y,Y,3.999751577,4.291383798,0.357919604,0.384016447,Tore small net. Still had a sample but not usable for future tows.,1,NA
EN644,L8,9,EN644_L8_B9,22-08-19,05:31:01,22-08-19,05:36:01,40.1212,-70.7736,40.1194,-70.7792,NA,NA,NA,NA,NA,NA,NA,NA,2.91,2.91,2.94,2.94,28769,NA,NA,NA,NA,N,N,28770,NA,NA,NA,NA,N,N,N,N,N,NA,NA,NA,NA,Deployed and recovered without sample. Conditions too rough to re do cast.,3,no sample.
EN644,L9,18,EN644_L9_B18,23-08-19,16:15:02,23-08-19,16:30:02,40.1152,-70.8848,40.1223,-70.886,145,120,122,122.39,40,157,20,20,1.47,1.47,1.63,1.63,28769,423368,452695,29327,230.2841264,Y,Y,28770,345998,371379,25381,199.2989877,Y,Y,Y,Y,Y,5.314738879,6.141024669,0.43424617,0.501758695,Now have 20um net back on (repaired with tape). 3rd attempt to collect sample here. Got a sample.,1,NA
EN644,L10,13,EN644_L10_B13,22-08-19,17:47:01,22-08-19,18:15:01,39.9319,-70.8849,39.9255,-70.8883,463,200,218,218.15,NA,245,20,20,1.28,1.28,0.63,0.63,28769,457151,493898,36747,288.5481227,Y,Y,28770,678146,688109,33020,259.289343,Y,Y,Y,Y,Y,7.560264055,8.413380876,0.346562643,0.385669534,Fixed 150 um flowmeter with correction factor.,1,NA
EN644,L11,17,EN644_L11_B17,23-08-19,03:07:02,23-08-19,03:30:02,39.762,-71.0547,39.756,-71.0559,1400,200,203,203.42,NA,250,20,20,1.7,1.7,1.43,1.43,28769,493871,534484,40613,318.9050781,Y,Y,28770,306731,345998,39267,308.335895,Y,Y,Y,Y,Y,6.378700558,6.597350594,0.313572931,0.32432163,"Rebuilt flowmeter 28770 prior to this cast. Been too low for several casts, but wasnt really stiff, now it is smoother.",1,NA
EN644,MVCO,29,EN644_MVCO_B29,25-08-19,04:43:02,25-08-19,04:47:02,41.3175,-70.5854,41.3174,-70.5832,20,15,13,13.01,40,18,10,10,1.39,1.39,1.59,1.59,28769,586960,594616,7656,60.11713683,Y,Y,28770,391248,396793,5545,43.54095138,Y,Y,Y,Y,Y,2.164108387,2.98799167,1.663419206,2.296688447,"Lots of ctenophores, did our best to remove them, not included in size frac either.",1,NA
EN649,L1,1,EN649_L1_B1,01-02-20,18:48:55,01-02-20,18:53:55,41.2087,-70.8935,41.2107,-70.8945,25,20,20,19.88,35,23,10,10,1.59,1.59,1.49,1.49,28769,845550,846206,7920,62.19014155,Y,Y,28770,640118,648038,7920,62.19014155,Y,Y,Y,Y,Y,3.196648135,3.196648135,1.607971899,1.607971899,Corrected 335 flowmeter value. Observed 29m depth when net at full wire out 22m. New 20um net deployed above bongo. 335 few ctenophores kept with sample. 150 couple jellies again.,1,NA
EN649,L2,5,EN649_L2_B5,02-02-20,09:16:50,02-02-20,09:28:53,41.0319,-70.8913,41.0332,-70.8974,47,42,44,44.02,40,56,10,10,1.69,1.69,1.87,1.87,28769,878964,899276,20312,159.4957267,Y,Y,28770,653068,675629,22561,177.1555282,Y,Y,Y,Y,Y,2.759948553,2.48482226,0.626976046,0.564475752,Ctenophores present 150um. Many chatognaths. 100-200 fraction had less material than the 20-100 fraction.,1,NA
EN649,L3,6,EN649_L3_B6,02-02-20,12:40:05,02-02-20,12:52:43,40.8632,-70.8917,40.8657,-70.8986,56,51,46,45.76,45,65,10,10,1.86,1.86,1.56,1.56,28769,899274,922408,23134,181.6548907,Y,Y,28770,675613,699178,23565,185.039228,Y,Y,Y,Y,Y,2.519062372,2.472989133,0.5504944,0.540425947,54 m bottom depth mid tow. Very foamy sample both 150 and 335 um - picture available.,1,NA
EN649,L4,21,EN649_L4_B21,05-02-20,09:31:03,05-02-20,09:39:44,40.6991,-70.8866,40.7024,-70.8897,67,62,58,58.46,45,85,20,20,2.12,2.12,1.73,1.73,28769,739935,745236,18843,147.9607118,Y,Y,28770,602335,621178,18843,147.9607118,Y,Y,Y,Y,Y,3.951048849,3.951048849,0.675855089,0.675855089,"Corrected 335 flowmeter value. 335 net sand lance larvae and chaetognaths. 150 net many diatoms large sand lance larvae, chaetognaths.",1,NA
EN649,L5,20,EN649_L5_B20,05-02-20,06:43:55,05-02-20,06:53:55,40.5154,-70.8769,40.5123,-70.8802,77,72,75,75.25,45,97,20,20,1.23,1.23,1.51,1.51,28769,739103,739934,16870,132.4681424,Y,Y,28770,599357,602330,16870,132.4681424,Y,Y,Y,Y,Y,5.680611098,5.680611098,0.754898485,0.754898485,Corrected 335 and 150 flowmeter value. 150 net full of diatoms and many chaetognaths and some sand lance notable lack of jellies as compared to offshore.,1,NA
EN649,L6,19,EN649_L6_B19,05-02-20,04:42:00,05-02-20,04:57:00,40.2961,-70.8693,40.2888,-70.8696,115,105,96,96.46,50,145,20,20,1.84,1.84,1.92,1.92,28769,731444,739106,31076,244.0177827,Y,Y,28770,568280,599356,31076,244.0177827,Y,Y,Y,Y,Y,3.952990595,3.952990595,0.409806199,0.409806199,Corrected 335 flowmeter value. Started tow 4nm south of L6.,1,NA
EN649,L7,7,EN649_L7_B7,02-02-20,23:07:00,02-02-20,23:25:00,40.2198,-70.8985,40.2159,-70.9112,129,123,108,108.57,50,160,20,20,1.67,1.67,1.89,1.89,28769,922404,957606,35202,276.4163337,Y,Y,28770,699500,711278,35202,276.4163337,Y,Y,Y,Y,Y,3.927770785,3.927770785,0.361773122,0.361773122,Corrected 150 flowmeter values. Removed large salp from 150 um size fraction split.,1,NA
EN649,L8,8,EN649_L8_B8,03-02-20,01:36:00,03-02-20,01:58:00,40.121,-70.8076,40.1117,-70.825,138,133,110,110.26,55,210,20,20,0.99,0.99,1.63,1.63,28769,957606,959262,53150,417.3492454,Y,Y,28770,711250,764400,53150,417.3492454,Y,Y,Y,Y,Y,2.641912049,2.641912049,0.239607478,0.239607478,Corrected 335 flowmeter value. Pretty fast tow. 150 flowmeter numbers may have jumped because some are off centered; rebuilt to fix aligned mouth but not sure when caused. Flow seems reasonable because we were towing fast. 335 flow isnt right took apart again.,1,NA
EN649,L9,11,EN649_L9_B11,03-02-20,09:31:54,03-02-20,09:55:10,40.0902,-70.9232,40.0885,-70.9436,159,154,106,106.48,45,217,20,20,1.47,1.47,1.53,1.53,28769,700177,704997,32889,258.2539855,Y,Y,28770,492089,524978,32889,258.2539855,Y,Y,Y,Y,Y,4.123072865,4.123072865,0.387215709,0.387215709,Corrected 335 flowmeter value. Upon recovery did not seem to be too much sample. 335 few salps and krill. 150 some salpts too large to fit in the small container for 1/4 frozen taxa picking. 335 flow no good.,1,NA
EN649,L10,12,EN649_L10_B12,03-02-20,18:22:00,03-02-20,18:59:00,39.9366,-70.9128,39.9312,-70.9398,452,200,221,221.97,55,325,20,20,1.64,1.64,1.76,1.76,28769,705007,720134,39931,313.5498159,Y,Y,28770,524997,564928,39931,313.5498159,Y,Y,Y,Y,Y,7.079257863,7.079257863,0.318928588,0.318928588,Corrected 335 flowmeter value. Thin sample. Good number of krill. No salps. Warm slope water. 335 flow no good.,1,NA
EN649,L11,16,EN649_L11_B16,04-02-20,13:16:12,04-02-20,13:49:37,39.7693,-70.8872,39.7605,-70.8931,1634,200,244,243.71,50,283,20,20,1.9,1.9,1.67,1.67,28769,720132,772237,52105,409.1436017,Y,Y,28770,557036,568279,52105,409.1436017,Y,Y,Y,Y,Y,5.956588322,5.956588322,0.244412963,0.244412963,"Corrected 150 flowmeter values. 335 small krill, clio like shelled pteropod. 150 siphonophore brocts does not appear to be salps. Copepods not abundant. 3/4 split fixed in formalin was divided int 2 pint jars (we ran out of quart jars). 25 mL formalin added to each jar.",1,NA
EN649,MVCO,2,EN649_MVCO_B2,01-02-20,23:26:00,01-02-20,23:31:00,41.3214,-70.5812,41.3206,-70.5837,18,14,17,17.36,25,18,10,10,1.73,1.73,1.2,1.2,28769,846208,846803,5031,39.50487401,Y,Y,28770,648036,653067,5031,39.50487401,Y,Y,Y,Y,Y,4.394394473,4.394394473,2.531333222,2.531333222,Corrected 335 flowmeter value. Several ctenophores but not removed expect only ctenophore goo was in >1000 um size fraction. Worked on 335 flowmeter after this tow will see.,1,NA
EN655,L1,1,EN655_L1_B1,25-07-20,16:19:57,25-07-20,16:27:00,41.2021,-70.879,41.1997,-70.8768,23,18,21,21.22,60,36,10,10,0.88,0.88,1.38,1.38,29914,19,15274,15255,119.7866931,Y,Y,29913,9,15500,15491,121.6398337,Y,Y,Y,Y,Y,1.771482245,1.744494329,0.834817269,0.822099118,NA,1,NA
EN655,L2,2,EN655_L2_B2,25-07-20,18:22:57,25-07-20,18:31:00,41.0298,-70.8748,41.0291,-70.8699,46,40,43,43.39,35,49,10,15,1.69,1.69,1.28,1.28,29914,15274,28765,13491,105.9352525,Y,Y,29913,15500,29028,13528,106.2257872,Y,Y,Y,Y,Y,4.095898106,4.084695546,0.943972829,0.941390999,"TDR offset of +6 m not fixed in files yet, but value here is corrected.",1,NA
EN655,L3,3,EN655_L3_B3,25-07-20,22:08:57,25-07-20,22:24:57,40.8478,-70.8811,40.8403,-70.8809,54,49,46,46.24,35,60,10,15,1.4,1.4,1.48,1.48,29914,28765,50030,21265,166.9789596,Y,Y,29913,29028,49872,20844,163.6731453,Y,Y,Y,Y,Y,2.769211169,2.825142752,0.598877848,0.610973778,"TDR offset of +6 m in files not fixed, but value here is corrected.",1,NA
EN655,L4,7,EN655_L4_B7,26-07-20,11:53:57,26-07-20,12:02:57,40.6978,-70.8814,40.6945,-70.8839,65,60,52,51.68,30,70,15,15,1.46,1.46,1.69,1.69,29914,50030,69327,19297,151.5256517,Y,Y,29913,49872,68660,18788,147.5288358,Y,Y,Y,Y,Y,3.410643638,3.503043979,0.659954264,0.677833587,"TDR offset of +6 m in files not fixed, but value here is corrected.",1,NA
EN655,L5,10,EN655_L5_B10,26-07-20,19:39:00,26-07-20,19:49:00,40.5049,-70.8765,40.5018,-70.8756,78,73,72,72.37,35,90,20,20,1.83,1.83,1.68,1.68,29914,69327,88240,18913,148.5103721,Y,Y,29913,68660,85838,17178,134.8866479,Y,Y,Y,Y,Y,4.87306031,5.365245642,0.673353642,0.741363223,Av angle 35-40.,1,NA
EN655,L6,16,EN655_L6_B16,28-07-20,02:28:00,28-07-20,02:38:00,40.1913,-70.8834,40.1913,-70.8834,93,80,60,60.09,45,90,20,20,1.79,1.79,1.24,1.24,29914,194924,212921,17997,141.3176739,Y,Y,29913,171493,189319,17826,139.9749322,Y,Y,Y,Y,Y,4.252122069,4.292911526,0.707625573,0.714413634,Very conservative after last tow and everything seemed fine.,1,NA
EN655,L7,11,EN655_L7_B11,27-07-20,02:04:00,27-07-20,02:20:00,40.2184,-70.8709,40.2145,-70.8687,128,120,128,128.71,40,140,20,20,1.95,1.95,1.71,1.71,29914,88154,110193,22039,173.0566325,N,N,29913,85840,106207,20367,159.9276027,Y,Y,Y,N,Y,7.437449702,8.048016594,0.577845521,0.62528293,"Av angle 45-25. 335 net skimmed the bottom and got mud sand in it, so we couldnt keep sample. 150 sample was good, so used 1/4 split for NOAA but there is no taxa picking sample (but could potentially be done from SIA samples if there is enough material).",1,NA
EN655,L9,15,EN655_L9_B15,27-07-20,22:05:00,27-07-20,22:25:00,40.0992,-70.8824,40.1009,-70.8729,148,140,148,146.77,50,200,20,20,1.83,1.83,1.23,1.23,29914,NA,NA,NA,NA,N,N,29913,NA,NA,NA,NA,N,N,N,N,N,NA,NA,NA,NA,No sample. Hit bottom. No time to re do.,3,hit bottom.
EN655,L10,12,EN655_L10_B12,27-07-20,11:13:00,27-07-20,11:41:00,39.932,-70.8875,39.9194,-70.8959,460,200,201,201.68,40,280,20,20,1.63,1.63,1.76,1.76,29914,110193,162306,52113,409.20642,Y,Y,29913,106202,157722,51520,404.5500117,Y,Y,Y,Y,Y,4.928563926,4.985292156,0.244375443,0.247188227,Both nets with very little biomass.,1,NA
EN657,L1,1,EN657_L1_B1,13-10-20,18:33:01,13-10-20,18:38:01,41.2033,-70.8644,41.2034,-70.8621,23,18,NA,16.23,45,25,10,10,1.43,1.43,0.9,0.9,29914,223502,233783,10281,80.72939966,N,N,29913,199103,208705,9602,75.39769434,Y,Y,Y,Y,N,2.010420004,2.152585718,1.238706102,1.326300504,No 20um ring net sample. Cod end of 20um net came off in water no sample. Mesh of 335 cod end came unglued. Non quantitative 335. No TDR file.,3,Depth recorder (TDR) data not available. Net max depth was calculated based on wire information (cosine law). non quantitative 335 micron sample. no 20um ring net sample.
EN657,L2,5,EN657_L2_B5,14-10-20,13:39:00,14-10-20,13:46:00,41.03,-70.8878,41.0306,-70.8912,45,40,31,31.08,20,40,15,15,1.11,1.11,1.68,1.68,29914,247899,258114,10215,80.21114848,Y,Y,29913,221099,228625,7526,59.09633906,Y,Y,Y,Y,Y,3.874773094,5.25920903,1.24670949,1.692152198,Double check TDR for recovery time.,1,NA
EN657,L3,2,EN657_L3_B2,14-10-20,00:40:01,14-10-20,00:48:01,40.8553,-70.8755,40.8518,-70.8743,54,49,43,43.32,30,55,13,13,1.31,1.31,1.64,1.64,29914,233783,247899,14116,110.8429341,Y,Y,29913,208705,221097,12392,97.30558512,Y,Y,Y,Y,Y,3.908232884,4.451954114,0.902177489,1.027690239,Used spare 335um cod end. Seastar TDR file contains this + L1 profile.,1,NA
EN657,L4,6,EN657_L4_B6,14-10-20,18:59:45,14-10-20,19:09:00,40.6949,-70.8996,40.6942,-70.9052,65,60,55,55.48,35,60,15,15,2.06,2.06,1.86,1.86,29914,258114,272675,14561,114.3372034,Y,Y,29913,228625,240434,11809,92.7276997,Y,Y,Y,Y,Y,4.852313887,5.983109705,0.874605964,1.078426407,NA,1,NA
EN657,L5,7,EN657_L5_B7,14-10-20,23:50:00,15-10-20,00:02:00,40.514,-70.8883,40.5105,-70.8921,79,73,66,66.47,30,80,15,15,1.42,1.42,1.46,1.46,29914,272675,290655,17980,141.184185,Y,Y,29913,240434,255835,15401,120.9331275,Y,Y,Y,Y,Y,4.708034402,5.496426112,0.70829463,0.826903282,Sparse sample.,1,NA
EN657,L6,17,EN657_L6_B17,17-10-20,01:15:00,17-10-20,01:26:00,40.3733,-70.8941,40.3767,-70.8983,91,85,72,73.56,40,115,20,20,1.98,1.98,1.11,1.11,29914,460207,478678,18471,145.0396597,Y,Y,29913,392247,408015,15768,123.8149182,Y,Y,Y,Y,Y,5.071716258,5.941125761,0.689466593,0.807657118,NA,1,NA
EN657,L7,19,EN657_L7_B19,17-10-20,06:18:00,17-10-20,06:28:00,40.2225,-70.8578,40.222,-70.8525,125,120,112,112.09,35,140,20,20,1.68,1.68,1.79,1.79,29914,478675,503595,24920,195.6790818,Y,Y,29913,408015,428371,20356,159.8412275,Y,Y,Y,Y,Y,5.728256643,7.012583786,0.511040828,0.625620821,335 cod end cracked against haul on retreval. None or minimal sample lost.,1,NA
EN657,L8,15,EN657_L8_B15,16-10-20,12:15:00,16-10-20,12:32:00,40.128,-70.7654,40.1208,-70.7581,135,130,106.5,106.89,40,165,20,20,1.93,1.93,1.47,1.47,29914,402905,436095,33190,260.617525,Y,Y,29913,350886,377865,26979,211.8469481,Y,Y,Y,Y,Y,4.101412597,5.045623785,0.383704051,0.472038898,TDR file contains B14 and B18.,1,NA
EN657,L9,14,EN657_L9_B14,16-10-20,10:14:01,16-10-20,10:30:00,40.1009,-70.8804,40.0973,-70.8746,145,140,123,123.3,30,160,20,20,0.69,0.69,1.4,1.4,29914,376192,402905,26713,209.7582388,Y,Y,29913,328420,350886,22466,176.4095606,Y,Y,Y,Y,Y,5.878195808,6.989417102,0.476739319,0.566862701,"Non quantitative 335. 335 new cod end came away from cod end at top of mesh, using gorilla glue to fix in place.",3,non quantitative 335 micron sample.
EN657,L10,9,EN657_L10_B9,15-10-20,08:42:00,15-10-20,09:09:00,39.9308,-70.8775,39.9204,-70.8732,457,200,198,197.83,40,250,20,20,1.7,1.7,1.66,1.66,29914,290655,331634,40979,321.7790165,Y,Y,29913,255835,290675,34840,273.5738045,Y,Y,Y,Y,Y,6.148008101,7.231321009,0.310772284,0.365532073,"Some external labels may say B8. B8 was aborted due to failed coms on CTD, B9 is correct for all that are labled B8. Internal labels changed.",1,NA
EN657,L11,12,EN657_L11_B12,15-10-20,17:08:00,15-10-20,17:33:00,39.7671,-70.8742,39.7584,-70.8679,1598,200,180,180.69,30,250,20,20,1.02,1.02,1.48,1.48,29914,331634,376182,44548,349.8038416,Y,Y,29913,290675,328424,37749,296.4161179,Y,Y,Y,Y,Y,5.165466427,6.095822363,0.285874505,0.337363571,"Non quantitative 335 sample. Mesh on 335 cod end came off in same location, (different end) was glued back in place.",3,non quantitative 335 micron sample.
EN657,MVCO,20,EN657_MVCO_B20,18-10-20,02:07:00,18-10-20,02:11:00,41.322,-70.5788,41.3212,-70.5803,17,12,12.7,12.72,35,13,8,8,1.23,1.23,1.27,1.27,29914,503631,509125,5494,43.14048456,Y,Y,29913,428403,731731,303328,44.38170792,Y,Y,Y,Y,Y,2.94850652,2.866045629,2.318008271,2.253180526,150um flowmeter value seems oddly high. New glued cod end.,3,volume sampled calculated based on ship speed and winch wire angle not flowmeter.
EN661,L1,1,EN661_L1_B1,03-02-21,19:31:00,03-02-21,19:36:00,41.2022,-70.8788,41.2003,-70.8768,21,16,NA,18.12615574,25,20,10,8,1.68,1.68,1.68,1.68,29914,517121,521758,4637,36.41107151,Y,N,29913,441965,445795,3830,30.074273,N,Y,N,Y,Y,4.978198935,6.027130146,2.74641739,3.325101159,20 um freeze. Lot of sediments/mud from suspension not bottom sampling .,3,Depth recorder (TDR) data not available. Net max depth was calculated based on wire information (cosine law).
EN661,L2,2,EN661_L2_B2,04-02-21,02:24:00,04-02-21,02:36:00,41.0328,-70.8921,41.0354,-70.9001,47,42,NA,42.89848881,40,56,8,8,1.85,1.85,1.57,1.57,29914,521795,544068,22273,174.8940685,Y,N,29913,445795,461945,16150,126.8144932,N,Y,N,Y,Y,2.45282697,3.382774929,0.57177468,0.788553402,20 um freeze.,3,Depth recorder (TDR) data not available. Net max depth was calculated based on wire information (cosine law).
EN661,L3,12,EN661_L3_B12,06-02-21,15:36:00,06-02-21,15:52:00,40.8616,-70.8853,40.8542,-70.8887,55,50,NA,53.24488288,35,65,10,10,1.59,1.59,1.51,1.51,29914,713571,738902,25331,198.9063732,Y,N,29913,623665,646855,23190,182.094619,N,Y,N,Y,Y,2.676881692,2.924022861,0.502749099,0.549165047,20 um frozen. 1st use of the mesh 335 um cod end.,3,Depth recorder (TDR) data not available. Net max depth was calculated based on wire information (cosine law).
EN661,L4,5,EN661_L4_B5,04-02-21,13:24:00,04-02-21,13:42:00,40.6968,-70.89,40.6983,-70.9009,66,61,NA,52.09102213,40,68,8,8,1.56,1.56,1.45,1.45,29914,544091,559555,15464,121.4278218,Y,N,29913,461944,478375,16431,129.0209868,N,Y,N,Y,Y,4.289875363,4.03740689,0.823534496,0.775067704,"Wire angle changed to 30 right at bottom. Nets were very full. Definitely a lot of plankton but also grit, mud, grass. Formalin samples in 2 jars. 20um frozen sample cast number says B04.",3,Depth recorder (TDR) data not available. Net max depth was calculated based on wire information (cosine law).
EN661,L5,6,EN661_L5_B6,04-02-21,16:10:00,04-02-21,16:30:00,40.5146,-70.8933,40.5198,-70.904,77,72,NA,69.2820323,30,80,10,10,1.28,1.28,1.75,1.75,29914,559526,588712,29186,229.1769535,Y,N,29913,478376,505715,27339,214.6737727,N,Y,N,Y,Y,3.023080256,3.227317032,0.43634405,0.465823089,20 um freeze.,3,Depth recorder (TDR) data not available. Net max depth was calculated based on wire information (cosine law).
